Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	Entry	ambig	gene_names_ordered_locus	gene_names_primary	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes	Sign
p_620	highco2_8	0.46476961281683354	0.3951029098380583	1.1763254616558751	6	0.28401733351663894	0.4475298730028093	NA	0.25	0	P74676	no	sll0451	NA	NA	UPF0039 protein sll0451	NA	NA	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; N-acetyltransferase activity [GO:0008080]	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; N-acetyltransferase activity [GO:0008080]	NA	NA	NA	NA	NA	NA	NA	154	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_621	highco2_4	-0.19524698165451437	0.18788930060312353	-1.039159659585579	9	0.3258413980909196	0.5266025283560494	NA	0.04761904761904767	0.047619047619047616	P74689	no	slr0452	ilvD	NA	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	FUNCTION: Functions in the biosynthesis of branched-chain amino acids. Catalyzes the dehydration of (2R,3R)-2,3-dihydroxy-3-methylpentanoate (2,3-dihydroxy-3-methylvalerate) into 2-oxo-3-methylpentanoate (2-oxo-3-methylvalerate) and of (2R)-2,3-dihydroxy-3-methylbutanoate (2,3-dihydroxyisovalerate) into 2-oxo-3-methylbutanoate (2-oxoisovalerate), the penultimate precursor to L-isoleucine and L-valine, respectively. {ECO:0000255|HAMAP-Rule:MF_00012}.	CATALYTIC ACTIVITY: Reaction=(2R)-2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H2O; Xref=Rhea:RHEA:24809, ChEBI:CHEBI:11851, ChEBI:CHEBI:15377, ChEBI:CHEBI:49072; EC=4.2.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:24810; Evidence={ECO:0000255|HAMAP-Rule:MF_00012}; CATALYTIC ACTIVITY: Reaction=(2R,3R)-2,3-dihydroxy-3-methylpentanoate = (S)-3-methyl-2-oxopentanoate + H2O; Xref=Rhea:RHEA:27694, ChEBI:CHEBI:15377, ChEBI:CHEBI:35146, ChEBI:CHEBI:49258; EC=4.2.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:27695; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};	4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]; branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]	branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	NA	NA	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};  Note=Binds 1 [2Fe-2S] cluster per subunit. This cluster acts as a Lewis acid cofactor. {ECO:0000255|HAMAP-Rule:MF_00012}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00012}.	4.2.1.9	561	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_621	highco2_8	0.007648911458826074	0.1878893006031236	0.04070967018490734	9	0.9684161466266181	0.9797878721623934	NA	0.029761904761904767	0.02976190476190476	P74689	no	slr0452	ilvD	NA	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	FUNCTION: Functions in the biosynthesis of branched-chain amino acids. Catalyzes the dehydration of (2R,3R)-2,3-dihydroxy-3-methylpentanoate (2,3-dihydroxy-3-methylvalerate) into 2-oxo-3-methylpentanoate (2-oxo-3-methylvalerate) and of (2R)-2,3-dihydroxy-3-methylbutanoate (2,3-dihydroxyisovalerate) into 2-oxo-3-methylbutanoate (2-oxoisovalerate), the penultimate precursor to L-isoleucine and L-valine, respectively. {ECO:0000255|HAMAP-Rule:MF_00012}.	CATALYTIC ACTIVITY: Reaction=(2R)-2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H2O; Xref=Rhea:RHEA:24809, ChEBI:CHEBI:11851, ChEBI:CHEBI:15377, ChEBI:CHEBI:49072; EC=4.2.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:24810; Evidence={ECO:0000255|HAMAP-Rule:MF_00012}; CATALYTIC ACTIVITY: Reaction=(2R,3R)-2,3-dihydroxy-3-methylpentanoate = (S)-3-methyl-2-oxopentanoate + H2O; Xref=Rhea:RHEA:27694, ChEBI:CHEBI:15377, ChEBI:CHEBI:35146, ChEBI:CHEBI:49258; EC=4.2.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:27695; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};	4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]; branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]	branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	NA	NA	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00012}.	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};  Note=Binds 1 [2Fe-2S] cluster per subunit. This cluster acts as a Lewis acid cofactor. {ECO:0000255|HAMAP-Rule:MF_00012}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00012};	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00012}.	4.2.1.9	561	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_622	highco2_4	1.217190477281297	0.21768024207302866	5.5916442654126906	9	3.378690699424869e-4	0.0068976289373164305	NA	0.05921052631578949	0.05921052631578947	P74690	no	slr0453	NA	NA	Probable phosphoketolase (EC 4.1.2.-)	NA	NA	aldehyde-lyase activity [GO:0016832]; carbohydrate metabolic process [GO:0005975]	aldehyde-lyase activity [GO:0016832]	carbohydrate metabolic process [GO:0005975]	NA	NA	NA	COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000305};	NA	4.1.2.-	805	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_622	highco2_8	1.2374268480715767	0.21768024207302875	5.6846080116744675	9	3.00106609854911e-4	0.005759960056202389	NA	0.05921052631578949	0.05921052631578947	P74690	no	slr0453	NA	NA	Probable phosphoketolase (EC 4.1.2.-)	NA	NA	aldehyde-lyase activity [GO:0016832]; carbohydrate metabolic process [GO:0005975]	aldehyde-lyase activity [GO:0016832]	carbohydrate metabolic process [GO:0005975]	NA	NA	NA	COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000305};	NA	4.1.2.-	805	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_623	highco2_4	-0.4014678440476662	0.29813486156650437	-1.3465981198515813	9	0.2110385289988912	0.397811303792335	NA	0.0625	0.0625	P74696	no	slr0457	truB	NA	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	FUNCTION: Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs. {ECO:0000255|HAMAP-Rule:MF_01080}.	CATALYTIC ACTIVITY: Reaction=uridine(55) in tRNA = pseudouridine(55) in tRNA; Xref=Rhea:RHEA:42532, Rhea:RHEA-COMP:10101, Rhea:RHEA-COMP:10102, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; EC=5.4.99.25; Evidence={ECO:0000255|HAMAP-Rule:MF_01080};	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; mRNA pseudouridine synthesis [GO:1990481]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	mRNA pseudouridine synthesis [GO:1990481]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]	NA	NA	NA	NA	NA	5.4.99.25	296	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_623	highco2_8	-0.2269667142492354	0.29813486156650443	-0.7612887438143705	9	0.46596316433245	0.6209544810775581	NA	0.0625	0.0625	P74696	no	slr0457	truB	NA	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	FUNCTION: Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs. {ECO:0000255|HAMAP-Rule:MF_01080}.	CATALYTIC ACTIVITY: Reaction=uridine(55) in tRNA = pseudouridine(55) in tRNA; Xref=Rhea:RHEA:42532, Rhea:RHEA-COMP:10101, Rhea:RHEA-COMP:10102, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; EC=5.4.99.25; Evidence={ECO:0000255|HAMAP-Rule:MF_01080};	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; mRNA pseudouridine synthesis [GO:1990481]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	mRNA pseudouridine synthesis [GO:1990481]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]	NA	NA	NA	NA	NA	5.4.99.25	296	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_624	highco2_4	0.908503509609603	0.4208530286459665	2.1587191911926618	9	0.05919074762566878	0.1804067293830243	NA	0.0535714285714286	0.05357142857142857	P74706	no	slr1179	anmK	NA	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	FUNCTION: Catalyzes the specific phosphorylation of 1,6-anhydro-N-acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling. {ECO:0000255|HAMAP-Rule:MF_01270}.	CATALYTIC ACTIVITY: Reaction=1,6-anhydro-N-acetyl-beta-muramate + ATP + H2O = ADP + H(+) + N-acetyl-D-muramate 6-phosphate; Xref=Rhea:RHEA:24952, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:58690, ChEBI:CHEBI:58722, ChEBI:CHEBI:456216; EC=2.7.1.170; Evidence={ECO:0000255|HAMAP-Rule:MF_01270};	ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; 1,6-anhydro-N-acetyl-beta-muramic acid catabolic process [GO:0097175]; amino sugar metabolic process [GO:0006040]; carbohydrate metabolic process [GO:0005975]; peptidoglycan turnover [GO:0009254]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]	1,6-anhydro-N-acetyl-beta-muramic acid catabolic process [GO:0097175]; amino sugar metabolic process [GO:0006040]; carbohydrate metabolic process [GO:0005975]; peptidoglycan turnover [GO:0009254]	NA	NA	PATHWAY: Amino-sugar metabolism; 1,6-anhydro-N-acetylmuramate degradation. {ECO:0000255|HAMAP-Rule:MF_01270}.; PATHWAY: Cell wall biogenesis; peptidoglycan recycling. {ECO:0000255|HAMAP-Rule:MF_01270}.	NA	NA	2.7.1.170	387	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_624	highco2_8	0.18790152332739943	0.4208530286459666	0.44647777380133213	9	0.6658013733918491	0.7731192227957104	NA	0.0803571428571429	0.08035714285714286	P74706	no	slr1179	anmK	NA	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	FUNCTION: Catalyzes the specific phosphorylation of 1,6-anhydro-N-acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling. {ECO:0000255|HAMAP-Rule:MF_01270}.	CATALYTIC ACTIVITY: Reaction=1,6-anhydro-N-acetyl-beta-muramate + ATP + H2O = ADP + H(+) + N-acetyl-D-muramate 6-phosphate; Xref=Rhea:RHEA:24952, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:58690, ChEBI:CHEBI:58722, ChEBI:CHEBI:456216; EC=2.7.1.170; Evidence={ECO:0000255|HAMAP-Rule:MF_01270};	ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; 1,6-anhydro-N-acetyl-beta-muramic acid catabolic process [GO:0097175]; amino sugar metabolic process [GO:0006040]; carbohydrate metabolic process [GO:0005975]; peptidoglycan turnover [GO:0009254]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]	1,6-anhydro-N-acetyl-beta-muramic acid catabolic process [GO:0097175]; amino sugar metabolic process [GO:0006040]; carbohydrate metabolic process [GO:0005975]; peptidoglycan turnover [GO:0009254]	NA	NA	PATHWAY: Amino-sugar metabolism; 1,6-anhydro-N-acetylmuramate degradation. {ECO:0000255|HAMAP-Rule:MF_01270}.; PATHWAY: Cell wall biogenesis; peptidoglycan recycling. {ECO:0000255|HAMAP-Rule:MF_01270}.	NA	NA	2.7.1.170	387	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_625	highco2_4	-0.37340339748829166	0.183349525585646	-2.0365659321756353	9	0.07216461837949817	0.20440344787072517	NA	0.05208333333333337	0.052083333333333336	P74707	no	sll1110	prfA	NA	Peptide chain release factor 1 (RF-1)	FUNCTION: Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA. {ECO:0000250}.	NA	cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]; chloroplast organization [GO:0009658]; thylakoid membrane organization [GO:0010027]; translational termination [GO:0006415]	translation release factor activity, codon specific [GO:0016149]	chloroplast organization [GO:0009658]; thylakoid membrane organization [GO:0010027]; translational termination [GO:0006415]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	NA	NA	NA	NA	365	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_625	highco2_8	-0.8828559264620893	0.18334952558564604	-4.815152499806663	9	9.53386233405018e-4	0.0111005078202941	NA	0.07291666666666663	0.07291666666666667	P74707	no	sll1110	prfA	NA	Peptide chain release factor 1 (RF-1)	FUNCTION: Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA. {ECO:0000250}.	NA	cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]; chloroplast organization [GO:0009658]; thylakoid membrane organization [GO:0010027]; translational termination [GO:0006415]	translation release factor activity, codon specific [GO:0016149]	chloroplast organization [GO:0009658]; thylakoid membrane organization [GO:0010027]; translational termination [GO:0006415]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	NA	NA	NA	NA	365	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_626	highco2_4	-0.6758437628874308	0.32898977789977696	-2.054300188905319	9	0.0701241211219028	0.2001960397200497	NA	0.04166666666666663	0.041666666666666664	P74709	no	sll1108	surE	NA	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	FUNCTION: Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates. {ECO:0000255|HAMAP-Rule:MF_00060}.	CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-phosphate + H2O = a ribonucleoside + phosphate; Xref=Rhea:RHEA:12484, ChEBI:CHEBI:15377, ChEBI:CHEBI:18254, ChEBI:CHEBI:43474, ChEBI:CHEBI:58043; EC=3.1.3.5; Evidence={ECO:0000255|HAMAP-Rule:MF_00060};	cytoplasm [GO:0005737]; 3'-nucleotidase activity [GO:0008254]; 5'-nucleotidase activity [GO:0008253]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; UMP catabolic process [GO:0046050]	3'-nucleotidase activity [GO:0008254]; 5'-nucleotidase activity [GO:0008253]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	UMP catabolic process [GO:0046050]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00060}.	NA	COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000255|HAMAP-Rule:MF_00060};  Note=Binds 1 divalent metal cation per subunit. {ECO:0000255|HAMAP-Rule:MF_00060};	NA	3.1.3.5	275	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_626	highco2_8	-0.8761314843906557	0.32898977789977707	-2.6630963733394752	9	0.02591396443424987	0.09287633842158771	NA	0.04166666666666663	0.041666666666666664	P74709	no	sll1108	surE	NA	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	FUNCTION: Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates. {ECO:0000255|HAMAP-Rule:MF_00060}.	CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-phosphate + H2O = a ribonucleoside + phosphate; Xref=Rhea:RHEA:12484, ChEBI:CHEBI:15377, ChEBI:CHEBI:18254, ChEBI:CHEBI:43474, ChEBI:CHEBI:58043; EC=3.1.3.5; Evidence={ECO:0000255|HAMAP-Rule:MF_00060};	cytoplasm [GO:0005737]; 3'-nucleotidase activity [GO:0008254]; 5'-nucleotidase activity [GO:0008253]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; UMP catabolic process [GO:0046050]	3'-nucleotidase activity [GO:0008254]; 5'-nucleotidase activity [GO:0008253]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	UMP catabolic process [GO:0046050]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00060}.	NA	COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000255|HAMAP-Rule:MF_00060};  Note=Binds 1 divalent metal cation per subunit. {ECO:0000255|HAMAP-Rule:MF_00060};	NA	3.1.3.5	275	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_627	highco2_4	-1.7582088110839025	0.7931833554278136	-2.2166486463090114	8	0.0574818166844695	0.17644064014920852	NA	0.125	0	P74714	no	slr1185	petC1	NA	Cytochrome b6-f complex iron-sulfur subunit 1 (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 1) (ISP 1) (RISP 1) (Rieske iron-sulfur protein 1)	FUNCTION: Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. {ECO:0000255|HAMAP-Rule:MF_01335}.	CATALYTIC ACTIVITY: Reaction=a plastoquinol + 2 H(+)(in) + 2 oxidized [plastocyanin] = a plastoquinone + 4 H(+)(out) + 2 reduced [plastocyanin]; Xref=Rhea:RHEA:22148, Rhea:RHEA-COMP:9561, Rhea:RHEA-COMP:9562, Rhea:RHEA-COMP:10039, Rhea:RHEA-COMP:10040, ChEBI:CHEBI:15378, ChEBI:CHEBI:17757, ChEBI:CHEBI:29036, ChEBI:CHEBI:49552, ChEBI:CHEBI:62192; EC=7.1.1.6; Evidence={ECO:0000255|HAMAP-Rule:MF_01335};	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; plastoquinol--plastocyanin reductase activity [GO:0009496]; photosynthesis [GO:0015979]	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; plastoquinol--plastocyanin reductase activity [GO:0009496]	photosynthesis [GO:0015979]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01335}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01335}. Note=The transmembrane helix obliquely spans the membrane in one monomer, and its extrinsic C-terminal domain is part of the other monomer. {ECO:0000255|HAMAP-Rule:MF_01335}.	NA	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01335};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01335};	SUBUNIT: The 4 large subunits of the cytochrome b6-f complex are cytochrome b6, subunit IV (17 kDa polypeptide, PetD), cytochrome f and the Rieske protein, while the 4 small subunits are PetG, PetL, PetM and PetN. The complex functions as a dimer. {ECO:0000255|HAMAP-Rule:MF_01335}.	7.1.1.6	178	NA	NA	MISCELLANEOUS: The Rieske iron-sulfur protein is a high potential 2Fe-2S protein.	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_627	highco2_8	-1.3880684582394207	0.7343450932601056	-1.8902127500806571	8	0.09539467196628926	0.2127123430801108	NA	0	0	P74714	no	slr1185	petC1	NA	Cytochrome b6-f complex iron-sulfur subunit 1 (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 1) (ISP 1) (RISP 1) (Rieske iron-sulfur protein 1)	FUNCTION: Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. {ECO:0000255|HAMAP-Rule:MF_01335}.	CATALYTIC ACTIVITY: Reaction=a plastoquinol + 2 H(+)(in) + 2 oxidized [plastocyanin] = a plastoquinone + 4 H(+)(out) + 2 reduced [plastocyanin]; Xref=Rhea:RHEA:22148, Rhea:RHEA-COMP:9561, Rhea:RHEA-COMP:9562, Rhea:RHEA-COMP:10039, Rhea:RHEA-COMP:10040, ChEBI:CHEBI:15378, ChEBI:CHEBI:17757, ChEBI:CHEBI:29036, ChEBI:CHEBI:49552, ChEBI:CHEBI:62192; EC=7.1.1.6; Evidence={ECO:0000255|HAMAP-Rule:MF_01335};	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; plastoquinol--plastocyanin reductase activity [GO:0009496]; photosynthesis [GO:0015979]	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; plastoquinol--plastocyanin reductase activity [GO:0009496]	photosynthesis [GO:0015979]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01335}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01335}. Note=The transmembrane helix obliquely spans the membrane in one monomer, and its extrinsic C-terminal domain is part of the other monomer. {ECO:0000255|HAMAP-Rule:MF_01335}.	NA	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000255|HAMAP-Rule:MF_01335};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000255|HAMAP-Rule:MF_01335};	SUBUNIT: The 4 large subunits of the cytochrome b6-f complex are cytochrome b6, subunit IV (17 kDa polypeptide, PetD), cytochrome f and the Rieske protein, while the 4 small subunits are PetG, PetL, PetM and PetN. The complex functions as a dimer. {ECO:0000255|HAMAP-Rule:MF_01335}.	7.1.1.6	178	NA	NA	MISCELLANEOUS: The Rieske iron-sulfur protein is a high potential 2Fe-2S protein.	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
