Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	Entry	ambig	gene_names_ordered_locus	gene_names_primary	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes	Sign
p_883	lowco2_8	0.6956114734543595	0.3496819073301353	1.9892692726525065	9	0.07788822886463231	0.33251693776590574	NA	0.03125	0.03125	P72573	no	NA	ycf40	NA	Ycf40 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_884	lowco2_4	0.5475245850288573	0.5872350864027274	0.9323771649662014	9	0.37547705238622653	0.5140002360351094	NA	0.20833333333333337	0.20833333333333334	P72582	no	slr0613	NA	NA	Slr0613 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	173	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_884	lowco2_8	0.2854590379643279	0.5872350864027275	0.4861069179516963	9	0.6385080116826991	0.8128165842920358	NA	0.16666666666666663	0.16666666666666666	P72582	no	slr0613	NA	NA	Slr0613 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	173	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_885	lowco2_4	0.932424083091667	0.19755659915612844	4.719782012216028	9	0.0010894231968268109	0.015446722280835776	NA	0.0703125	0.0703125	P72585	no	sll1213	fcl	NA	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	FUNCTION: Catalyzes the two-step NADP-dependent conversion of GDP-4-dehydro-6-deoxy-D-mannose to GDP-fucose, involving an epimerase and a reductase reaction. {ECO:0000256|HAMAP-Rule:MF_00956}.	CATALYTIC ACTIVITY: Reaction=GDP-beta-L-fucose + NADP(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH; Xref=Rhea:RHEA:18885, ChEBI:CHEBI:15378, ChEBI:CHEBI:57273, ChEBI:CHEBI:57783, ChEBI:CHEBI:57964, ChEBI:CHEBI:58349; EC=1.1.1.271; Evidence={ECO:0000256|HAMAP-Rule:MF_00956};	GDP-L-fucose synthase activity [GO:0050577]; isomerase activity [GO:0016853]; NADP+ binding [GO:0070401]; 'de novo' GDP-L-fucose biosynthetic process [GO:0042351]	GDP-L-fucose synthase activity [GO:0050577]; isomerase activity [GO:0016853]; NADP+ binding [GO:0070401]	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]	NA	NA	PATHWAY: Nucleotide-sugar biosynthesis; GDP-L-fucose biosynthesis via de novo pathway; GDP-L-fucose from GDP-alpha-D-mannose: step 2/2. {ECO:0000256|HAMAP-Rule:MF_00956}.	NA	NA	1.1.1.271	312	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_885	lowco2_8	0.5531096630634952	0.19755659915612847	2.799752908412713	9	0.020720997722629253	0.2201250887902767	NA	0.0390625	0.0390625	P72585	no	sll1213	fcl	NA	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	FUNCTION: Catalyzes the two-step NADP-dependent conversion of GDP-4-dehydro-6-deoxy-D-mannose to GDP-fucose, involving an epimerase and a reductase reaction. {ECO:0000256|HAMAP-Rule:MF_00956}.	CATALYTIC ACTIVITY: Reaction=GDP-beta-L-fucose + NADP(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH; Xref=Rhea:RHEA:18885, ChEBI:CHEBI:15378, ChEBI:CHEBI:57273, ChEBI:CHEBI:57783, ChEBI:CHEBI:57964, ChEBI:CHEBI:58349; EC=1.1.1.271; Evidence={ECO:0000256|HAMAP-Rule:MF_00956};	GDP-L-fucose synthase activity [GO:0050577]; isomerase activity [GO:0016853]; NADP+ binding [GO:0070401]; 'de novo' GDP-L-fucose biosynthetic process [GO:0042351]	GDP-L-fucose synthase activity [GO:0050577]; isomerase activity [GO:0016853]; NADP+ binding [GO:0070401]	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]	NA	NA	PATHWAY: Nucleotide-sugar biosynthesis; GDP-L-fucose biosynthesis via de novo pathway; GDP-L-fucose from GDP-alpha-D-mannose: step 2/2. {ECO:0000256|HAMAP-Rule:MF_00956}.	NA	NA	1.1.1.271	312	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_886	lowco2_4	0.726650122198484	0.28412460238107173	2.5575051090573675	9	0.030812991626416153	0.08992650350400669	NA	0.050000000000000044	0.05	P72586	no	NA	rfbD	gmd	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	FUNCTION: Catalyzes the conversion of GDP-D-mannose to GDP-4-dehydro-6-deoxy-D-mannose. {ECO:0000256|HAMAP-Rule:MF_00955}.	CATALYTIC ACTIVITY: Reaction=GDP-alpha-D-mannose = GDP-4-dehydro-alpha-D-rhamnose + H2O; Xref=Rhea:RHEA:23820, ChEBI:CHEBI:15377, ChEBI:CHEBI:57527, ChEBI:CHEBI:57964; EC=4.2.1.47; Evidence={ECO:0000256|ARBA:ARBA00000188, ECO:0000256|HAMAP-Rule:MF_00955};	cytoplasm [GO:0005737]; GDP-mannose 4,6-dehydratase activity [GO:0008446]; NADP+ binding [GO:0070401]; 'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-mannose metabolic process [GO:0019673]	GDP-mannose 4,6-dehydratase activity [GO:0008446]; NADP+ binding [GO:0070401]	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-mannose metabolic process [GO:0019673]	cytoplasm [GO:0005737]	NA	NA	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000256|ARBA:ARBA00001937, ECO:0000256|HAMAP-Rule:MF_00955};	NA	4.2.1.47	362	NA	NA	NA	unreviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_886	lowco2_8	0.1317125983281807	0.28412460238107173	0.46357336613717803	9	0.6539602965426272	0.8248464499483229	NA	0.05833333333333335	0.058333333333333334	P72586	no	NA	rfbD	gmd	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	FUNCTION: Catalyzes the conversion of GDP-D-mannose to GDP-4-dehydro-6-deoxy-D-mannose. {ECO:0000256|HAMAP-Rule:MF_00955}.	CATALYTIC ACTIVITY: Reaction=GDP-alpha-D-mannose = GDP-4-dehydro-alpha-D-rhamnose + H2O; Xref=Rhea:RHEA:23820, ChEBI:CHEBI:15377, ChEBI:CHEBI:57527, ChEBI:CHEBI:57964; EC=4.2.1.47; Evidence={ECO:0000256|ARBA:ARBA00000188, ECO:0000256|HAMAP-Rule:MF_00955};	cytoplasm [GO:0005737]; GDP-mannose 4,6-dehydratase activity [GO:0008446]; NADP+ binding [GO:0070401]; 'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-mannose metabolic process [GO:0019673]	GDP-mannose 4,6-dehydratase activity [GO:0008446]; NADP+ binding [GO:0070401]	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-mannose metabolic process [GO:0019673]	cytoplasm [GO:0005737]	NA	NA	COFACTOR: Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000256|ARBA:ARBA00001937, ECO:0000256|HAMAP-Rule:MF_00955};	NA	4.2.1.47	362	NA	NA	NA	unreviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_887	lowco2_4	0.2474043110072001	0.3988671977309508	0.6202673782517522	9	0.5504625420348515	0.6641177847436255	NA	0	0	P72589	no	slr1315	NA	NA	Slr1315 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	202	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_887	lowco2_8	0.12338632640798701	0.39886719773095086	0.3093418739618071	9	0.7641033592730864	0.8833064909474561	NA	0	0	P72589	no	slr1315	NA	NA	Slr1315 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	202	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_888	lowco2_4	-1.5913598875693382	0.23980781035924162	-6.63598022593767	9	9.525621097994375e-5	0.0048580374736868015	NA	0	0	P72606	no	slr1485	NA	NA	Slr1485 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	349	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_888	lowco2_8	-1.1922543908801475	0.23980781035924167	-4.971707923499667	9	7.681057683632808e-4	0.06556995301992319	NA	0	0	P72606	no	slr1485	NA	NA	Slr1485 protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	349	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_889	lowco2_4	-0.31812636173298414	1.1642496635433457	-0.27324582664235414	9	0.7908310006949997	0.8577351431043537	NA	0	0	P72611	no	NA	fecB	NA	Iron(III) dicitrate-binding periplasmic protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	311	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_889	lowco2_8	0.8025643052142107	1.164249663543346	0.6893403797701253	9	0.5079902900609952	0.7334637211312575	NA	0	0	P72611	no	NA	fecB	NA	Iron(III) dicitrate-binding periplasmic protein	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	outer membrane-bounded periplasmic space [GO:0030288]	NA	NA	NA	NA	NA	311	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_89	lowco2_4	1.1722372666020104	0.3139103954107997	3.734305342350829	9	0.004666336427067819	0.030552373976612233	NA	0.15625	0.15625	P52056	no	slr0556	NA	NA	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	FUNCTION: Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis. {ECO:0000255|HAMAP-Rule:MF_02087}.	NA	pyridoxal phosphate binding [GO:0030170]	pyridoxal phosphate binding [GO:0030170]	NA	NA	NA	NA	NA	NA	NA	218	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_89	lowco2_8	1.064499497876942	0.31391039541079974	3.391093488585753	9	0.007985248383735488	0.16826890180783413	NA	0.046875	0.046875	P52056	no	slr0556	NA	NA	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	FUNCTION: Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis. {ECO:0000255|HAMAP-Rule:MF_02087}.	NA	pyridoxal phosphate binding [GO:0030170]	pyridoxal phosphate binding [GO:0030170]	NA	NA	NA	NA	NA	NA	NA	218	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_890	lowco2_4	-0.9404874462152877	0.451837532217473	-2.0814726071994913	9	0.06710480189816237	0.15172309907483858	NA	0	0	P72615	no	sll1400	NA	NA	Sll1400 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_890	lowco2_8	0.6009954881997182	0.45183753221747314	1.3301141347205616	9	0.21620069474347536	0.505861504001116	NA	0	0	P72615	no	sll1400	NA	NA	Sll1400 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_891	lowco2_4	0.14312563204488615	0.514613919459108	0.2781223488772327	9	0.787202307282308	0.8559675672378982	NA	0	0	P72616	no	ssl2733	NA	NA	Ssl2733 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_891	lowco2_8	-0.03360433662473025	0.5146139194591081	-0.06530009265985372	9	0.9493625522494222	0.979603292074672	NA	0	0	P72616	no	ssl2733	NA	NA	Ssl2733 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_892	lowco2_4	-0.08446443146997505	0.10517580492214557	-0.80307853628977	9	0.4426205432455981	0.5713789073794906	NA	0.050000000000000044	0.05	P72617	no	sll1399	NA	NA	Sll1399 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_892	lowco2_8	0.24757380201731383	0.10517580492214558	2.353904514451548	9	0.043028960736538835	0.26638726974501103	NA	0.025000000000000022	0.025	P72617	no	sll1399	NA	NA	Sll1399 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_893	lowco2_4	0.6133929912930457	0.30727358702673635	1.9962437944256934	9	0.07701776823256612	0.16572366008635583	NA	0	0	P72618	no	slr1495	NA	NA	Slr1495 protein	NA	NA	DNA helicase activity [GO:0003678]	DNA helicase activity [GO:0003678]	NA	NA	NA	NA	NA	NA	NA	549	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_893	lowco2_8	0.7025999055548126	0.30727358702673646	2.286561342136049	9	0.048044135596971405	0.27880107431366047	NA	0	0	P72618	no	slr1495	NA	NA	Slr1495 protein	NA	NA	DNA helicase activity [GO:0003678]	DNA helicase activity [GO:0003678]	NA	NA	NA	NA	NA	NA	NA	549	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_894	lowco2_4	0.021671690155590763	0.46920340195742927	0.046188263054318245	9	0.964168838330683	0.973719567389619	NA	0.20833333333333337	0.20833333333333334	P72619	no	sll1396	NA	NA	Sll1396 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	224	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_894	lowco2_8	0.8154951373954614	0.4692034019574294	1.738041825769735	9	0.1162082265533928	0.382884648819331	NA	0.04166666666666663	0.041666666666666664	P72619	no	sll1396	NA	NA	Sll1396 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	224	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_895	lowco2_4	0.745882702047827	0.26975299545952225	2.7650580887052665	9	0.021930005125899488	0.07320234102251036	NA	0.1875	0.1875	P72621	no	NA	rfbD	NA	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	FUNCTION: Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4-hexulose to yield dTDP-L-rhamnose. {ECO:0000256|RuleBase:RU364082}.	CATALYTIC ACTIVITY: Reaction=dTDP-beta-L-rhamnose + NADP(+) = dTDP-4-dehydro-beta-L-rhamnose + H(+) + NADPH; Xref=Rhea:RHEA:21796, ChEBI:CHEBI:15378, ChEBI:CHEBI:57510, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:62830; EC=1.1.1.133; Evidence={ECO:0000256|RuleBase:RU364082};	cytosol [GO:0005829]; dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]	dTDP-4-dehydrorhamnose reductase activity [GO:0008831]	dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]	cytosol [GO:0005829]	NA	PATHWAY: Carbohydrate biosynthesis; dTDP-L-rhamnose biosynthesis. {ECO:0000256|RuleBase:RU364082}.	NA	NA	1.1.1.133	280	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_895	lowco2_8	0.41273335603776673	0.2697529954595223	1.530041790026014	9	0.1603625266600459	0.43887628517919364	NA	0.234375	0.234375	P72621	no	NA	rfbD	NA	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	FUNCTION: Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4-hexulose to yield dTDP-L-rhamnose. {ECO:0000256|RuleBase:RU364082}.	CATALYTIC ACTIVITY: Reaction=dTDP-beta-L-rhamnose + NADP(+) = dTDP-4-dehydro-beta-L-rhamnose + H(+) + NADPH; Xref=Rhea:RHEA:21796, ChEBI:CHEBI:15378, ChEBI:CHEBI:57510, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:62830; EC=1.1.1.133; Evidence={ECO:0000256|RuleBase:RU364082};	cytosol [GO:0005829]; dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]	dTDP-4-dehydrorhamnose reductase activity [GO:0008831]	dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]	cytosol [GO:0005829]	NA	PATHWAY: Carbohydrate biosynthesis; dTDP-L-rhamnose biosynthesis. {ECO:0000256|RuleBase:RU364082}.	NA	NA	1.1.1.133	280	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_896	lowco2_4	2.2019623639197947	0.355906485786163	6.186912719659696	9	1.6138327981751743e-4	0.005901739811683741	NA	0.0625	0.0625	P72625	no	slr1501	NA	NA	Slr1501 protein	NA	NA	N-acetyltransferase activity [GO:0008080]	N-acetyltransferase activity [GO:0008080]	NA	NA	NA	NA	NA	NA	NA	225	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Sign
p_896	lowco2_8	0.9843904590370224	0.35590648578616313	2.7658682781871726	9	0.021900970417406906	0.2201250887902767	NA	0.0625	0.0625	P72625	no	slr1501	NA	NA	Slr1501 protein	NA	NA	N-acetyltransferase activity [GO:0008080]	N-acetyltransferase activity [GO:0008080]	NA	NA	NA	NA	NA	NA	NA	225	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_897	lowco2_4	-0.5466746463644703	0.29787291109805564	-1.8352613681762842	9	0.09965927951462428	0.19959823895305012	NA	0	0	P72627	no	slr1114	NA	NA	Slr1114 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	585	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_897	lowco2_8	0.21461322114311132	0.29787291109805564	0.7204858620811734	9	0.48951498473434407	0.722190721112276	NA	0	0	P72627	no	slr1114	NA	NA	Slr1114 protein	NA	NA	integral component of membrane [GO:0016021]	NA	NA	integral component of membrane [GO:0016021]	NA	NA	NA	NA	NA	585	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_898	lowco2_4	0.7705944056682338	0.34066406937332655	2.262036049430724	9	0.05000989876193285	0.12349618598534975	NA	0.125	0.125	P72629	no	slr1116	NA	NA	Slr1116 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_898	lowco2_8	0.8985522083992857	0.3406640693733266	2.6376489016062954	9	0.02701771279010412	0.23243625192319525	NA	0	0	P72629	no	slr1116	NA	NA	Slr1116 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	NA	NA	NA	unreviewed	Inferred from homology	UP000001425: Chromosome	Unsign
p_899	lowco2_4	-0.2993278144894218	0.7563068257341975	-0.3957756353697381	7	0.7040560112338534	0.7842788345742353	NA	0.25	0	P72630	no	slr1117	NA	NA	Slr1117 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	253	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_899	lowco2_8	0.1616150570918036	0.707460255293978	0.22844400923221628	7	0.8258311537649399	0.9157153356281663	NA	0.125	0	P72630	no	slr1117	NA	NA	Slr1117 protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	253	NA	NA	NA	unreviewed	Predicted	UP000001425: Chromosome	Unsign
p_9	lowco2_4	0.020139160180469247	0.7880630789118986	0.02555526419062287	9	0.9801697290105447	0.9852316384091906	NA	0	0	P14835	no	ssl2598	psbH	NA	Photosystem II reaction center protein H (PSII-H) (6 kDa phosphoprotein)	FUNCTION: One of the components of the core complex of photosystem II (PSII), required for its stability and/or assembly. May regulate electron transport between the quinone binding sites of the reaction center (PubMed:7626631, Ref.6). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. {ECO:0000255|HAMAP-Rule:MF_00752, ECO:0000269|PubMed:7626631, ECO:0000269|Ref.6}.	NA	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	phosphate ion binding [GO:0042301]	photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_00752, ECO:0000269|PubMed:12069591, ECO:0000269|PubMed:8495743}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00752}.	NA	NA	SUBUNIT: Cyanobacterial PSII is composed of 1 copy each of membrane proteins PsbA, PsbB, PsbC, PsbD, PsbE, PsbF, PsbH, PsbI, PsbJ, PsbK, PsbL, PsbM, PsbT, PsbX, PsbY, PsbZ, Ycf12, at least 3 peripheral proteins PsbO, PsbU, PsbV and a large number of cofactors. It forms dimeric complexes. {ECO:0000255|HAMAP-Rule:MF_00752, ECO:0000269|PubMed:12069591, ECO:0000269|Ref.6}.	NA	64	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_9	lowco2_8	-0.4975332200711486	0.7880630789118988	-0.6313367969961325	9	0.5435197763277668	0.7600183230117358	NA	0	0	P14835	no	ssl2598	psbH	NA	Photosystem II reaction center protein H (PSII-H) (6 kDa phosphoprotein)	FUNCTION: One of the components of the core complex of photosystem II (PSII), required for its stability and/or assembly. May regulate electron transport between the quinone binding sites of the reaction center (PubMed:7626631, Ref.6). PSII is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. {ECO:0000255|HAMAP-Rule:MF_00752, ECO:0000269|PubMed:7626631, ECO:0000269|Ref.6}.	NA	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	phosphate ion binding [GO:0042301]	photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_00752, ECO:0000269|PubMed:12069591, ECO:0000269|PubMed:8495743}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00752}.	NA	NA	SUBUNIT: Cyanobacterial PSII is composed of 1 copy each of membrane proteins PsbA, PsbB, PsbC, PsbD, PsbE, PsbF, PsbH, PsbI, PsbJ, PsbK, PsbL, PsbM, PsbT, PsbX, PsbY, PsbZ, Ycf12, at least 3 peripheral proteins PsbO, PsbU, PsbV and a large number of cofactors. It forms dimeric complexes. {ECO:0000255|HAMAP-Rule:MF_00752, ECO:0000269|PubMed:12069591, ECO:0000269|Ref.6}.	NA	64	NA	NA	NA	reviewed	Evidence at protein level	UP000001425: Chromosome	Unsign
p_90	lowco2_4	0.8977291176889017	0.1514998075722032	5.925612263639699	9	2.219225941928471e-4	0.006987298149513024	NA	0.08173076923076927	0.08173076923076923	P52208	no	sll0329	gnd	NA	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=6-phospho-D-gluconate + NADP(+) = CO2 + D-ribulose 5-phosphate + NADPH; Xref=Rhea:RHEA:10116, ChEBI:CHEBI:16526, ChEBI:CHEBI:57783, ChEBI:CHEBI:58121, ChEBI:CHEBI:58349, ChEBI:CHEBI:58759; EC=1.1.1.44;	cytosol [GO:0005829]; NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate catabolic process [GO:0046177]; pentose-phosphate shunt, oxidative branch [GO:0009051]	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]	D-gluconate catabolic process [GO:0046177]; pentose-phosphate shunt, oxidative branch [GO:0009051]	cytosol [GO:0005829]	NA	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3.	NA	SUBUNIT: Homodimer. {ECO:0000250}.	1.1.1.44	482	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Sign
p_90	lowco2_8	0.7541849149453658	0.15149980757220322	4.978124573431746	9	7.613904295902252e-4	0.06556995301992319	NA	0.04807692307692313	0.04807692307692308	P52208	no	sll0329	gnd	NA	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=6-phospho-D-gluconate + NADP(+) = CO2 + D-ribulose 5-phosphate + NADPH; Xref=Rhea:RHEA:10116, ChEBI:CHEBI:16526, ChEBI:CHEBI:57783, ChEBI:CHEBI:58121, ChEBI:CHEBI:58349, ChEBI:CHEBI:58759; EC=1.1.1.44;	cytosol [GO:0005829]; NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate catabolic process [GO:0046177]; pentose-phosphate shunt, oxidative branch [GO:0009051]	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]	D-gluconate catabolic process [GO:0046177]; pentose-phosphate shunt, oxidative branch [GO:0009051]	cytosol [GO:0005829]	NA	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3.	NA	SUBUNIT: Homodimer. {ECO:0000250}.	1.1.1.44	482	NA	NA	NA	reviewed	Inferred from homology	UP000001425: Chromosome	Unsign
